Branch,Mean_dNdS,RateClasses,OmegaOver1,WtOmegaOver1,LRT,p,p_Holm,BranchLength,Settings_length,Settings_OmegaOver1,Settings_propOverOne,Settings_meandns,Settings_MaxOmega,Settings_MaxOmegaProp
2,0.5706547410397249,1,0,0,0,1,1,0.008729236135152481,0.010208407445658154,0,0,0.9703133602310289,0.9703133602310289,1.0
5,0.8884854841398077,1,0,0,0,1,1,0.04126671801457587,0.061179631597621305,3.2043070519561665,0.263071859592,0.9617779030842734,3.2043070519561665,0.263071859592
3,0.6122020686398398,1,0,0,0,1,1,0.006148875805854521,0.005946329033946238,0,0,0.26164682368599734,0.26164682368599734,1.0
4,1.175410965739382,1,1.175427017546939,1,0.6448019033432502,0.2109886443377428,1,0.09983101926807381,0.13342288683779044,0,0,0.910231274528336,0.910231274528336,1.0
1,10,1,51.75486511372242,1,4.473022349066014,0.01721701537876691,0.06886806151506764,0.01380090229920739,0.03223898175638534,9.796815729915735,0.63957454745,6.2694929623698155,9.796815729915735,0.63957454745
2,2.267355475804987,1,2.253842597718871,1,4.637546190224384,0.01563984841286525,0.07819924206432627,0.03888750555637596,0.04376364570908188,1.4653803657054116,1.0,1.4653803657054116,1.4653803657054116,1.0
5,1.278074701147263,1,1.347624830042896,1,0.3202568558517669,0.2857266624584702,0.5714533249169403,0.08688761371085774,0.12124805271215322,7.27851202301326,0.183937924098,1.3643922152489087,7.27851202301326,0.183937924098
3,0.8387670696553791,1,0,0,0,1,1,0.4941642358019022,0.7895150785349749,0,0,0.9130299420009631,0.9130299420009631,1.0
4,0.8210712170086595,2,1.45438909880842,0.5939716691464896,0.8786694005902973,0.1742831895132481,0.5228495685397443,0.4314645533653266,0.6641220650377937,5.244683898367575,0.11780105951,1.217367874415224,5.244683898367575,0.11780105951
1,0.804908510859825,1,0,0,0,1,1,0.6533181228541327,0.9667678524953011,0,0,0.6831006612948632,0.6831006612948632,1.0
2,0.337795046626937,1,0,0,0,1,1,0.2507227595875111,0.3355194416814031,0,0,0.42220126545964076,0.8450433005253711,0.33752760743
5,0.1944437659464484,1,0,0,0,1,1,0.1431719752487611,0.14179928368671413,0,0,0.26536685236769314,0.26536685236769314,1.0
3,0.6038308413839605,1,0,0,0,1,1,0.4987310047336018,0.6852995580717028,0,0,0.5464016066130905,0.5464016066130905,1.0
4,1.891405281284731,1,1.891282478913093,1,1.119460015310324,0.1450173781870575,0.7250868909352872,0.1376382939352727,0.27559764170895795,0,0,0.8822837527487413,0.8822837527487413,1.0
1,0.7975120788825592,1,0,0,0,1,1,0.04048151050074062,0.07493027674332335,0,0,0.336698568874625,0.336698568874625,1.0
2,0.2532504608106517,1,0,0,0,1,1,0.3954794569752475,0.45961343943592947,0,0,0.23703660765229265,0.23703660765229265,1.0
5,0.1518764173488041,1,0,0,0,1,1,0.07177167662474808,0.06286387577357119,0,0,0.21118035355855252,0.21118035355855252,1.0
3,0.03294770909251951,1,0,0,0,1,1,0.1837493166797797,0.2271945837497726,0,0,0.03602462351844574,0.03602462351844574,1.0
4,0.3498395947992308,2,1.248174378801401,0.3575999106105711,0.1648680077814788,0.3423568194590472,1,0.3034246567448307,0.37238267270874076,0,0,0.3390565263714691,0.3390565263714691,1.0
1,0.3178694755530316,1,0,0,0,1,1,0.4195593531082404,0.5541445601139288,0,0,0.3503443192440649,0.3503443192440649,1.0
2,1.353528307382019,1,1.353677648981695,1,0.293430446230559,0.2940152798784139,1,0.05124131500536322,0.07289485764502066,0,0,0.6043014809668752,0.6043014809668752,1.0
5,0.2088192159877796,1,0,0,0,1,1,0.0332895972636563,0.0492366175069866,0,0,0.7495897988197401,0.7495897988197401,1.0
3,0.6069378239658629,1,0,0,0,1,1,0.3541124761159085,0.4676700517394242,0,0,0.6270624613824518,0.6270624613824518,1.0
4,2.470635885895411,1,2.470614516603307,1,2.747114185105602,0.04871506686259836,0.2435753343129918,0.04549630721047971,0.06820171299423301,2.174208662880495,1.0,2.174208662880495,2.174208662880495,1.0
1,0.6092809708297309,1,0,0,0,1,1,0.3356123057526462,0.4565372858146952,0,0,0.733542937909232,0.733542937909232,1.0
2,0.06502970202689663,1,0,0,0,1,1,0.04588598438420574,0.059154050396575585,0,0,0.10351013970650101,0.10351013970650101,1.0
5,0.3096946788576327,1,0,0,0,1,1,0.03029692303911659,0.0390611773531992,0,0,0.10687316439393107,0.10687316439393107,1.0
3,0.41664368323073,1,0,0,0,1,1,0.1359708947265359,0.21023590539917328,0,0,0.46565615014069706,0.46565615014069706,1.0
4,1.223275214611997,1,1.223231942029419,1,0.1588454236280086,0.3451108695242148,1,0.0296161610636859,0.052711990423981475,5.550126226675142,0.28118046253,1.5702416842439928,5.550126226675142,0.28118046253
1,1.989171597347341,2,6.526293557094943,0.2928697239067802,29.95141741471525,2.215039651698447e-08,1.107519825849224e-07,0.265318088007416,0.3257465636697543,2.2042122360106915,0.958289512462,2.1404618461076317,2.2042122360106915,0.958289512462
2,0.3732604999623215,1,0,0,0,1,1,0.01758317140447346,0.022328639106974944,0,0,0.14893484760299247,0.14893484760299247,1.0
5,0.9919278469843559,1,1.01548816939709,1,0.005665755274094408,0.4699994632099049,1,0.1155745006308353,0.1670613690733574,1.3149586550834365,1.0,1.3149586550834365,1.3149586550834365,1.0
3,0.3475997616253546,1,0,0,0,1,1,0.01956101534318088,0.025263086492393647,0,0,0.3906669236191279,0.3906669236191279,1.0
4,0.1459707750389221,1,0,0,0,1,1,0.04639846685023901,0.058624931347013014,0,0,0.13270899667557554,0.13270899667557554,1.0
1,0.2619732437277171,1,0,0,0,1,1,0.1008629284309253,0.12351592495139958,0,0,0.27057158850197677,0.27057158850197677,1.0
2,0.7495220917920297,2,8.451571408089185,0.1352761452075595,21.19039788616465,2.079213380856704e-06,6.237640142570111e-06,0.1683218673578371,0.21545893805989616,5.412760090055993,0.191468155847,1.2018916862673399,5.412760090055993,0.191468155847
5,2.079584726652924,2,42.21335330867541,0.06935345764948397,37.4246810411496,4.750606574788208e-10,2.375303287394104e-09,0.1366684506365597,0.18124728487714106,12.167866947404368,0.166713201964,2.409815667478754,12.167866947404368,0.166713201964
3,2.078897382560422,2,9.886040558641424,0.3009699121692356,24.97751283669095,2.900144055462128e-07,1.160057622184851e-06,0.08702819504771521,0.14332910573056393,11.823782219443574,0.247499935481,3.1906173047701047,11.823782219443574,0.247499935481
4,0.4525820385399301,2,22.18487653475912,0.01799247650675861,3.669725730887876,0.02770465068804362,0.05540930137608724,0.02233639275118109,0.02465182686106133,0,0,0.1233717782603601,0.1233717782603601,1.0
1,0.516480978096822,1,0,0,0,1,1,0.03137748770424641,0.05583650728879003,0,0,0.33678574639324105,0.33678574639324105,1.0
2,0.2393191235966789,1,0,0,0,1,1,0.1412880218148614,0.17824273383001546,0,0,0.331530071247643,0.7484772703900532,0.16070338088
5,10,1,18329126.14800072,1,11.87207269326791,0.0002849098079384937,0.001139639231753975,0.02888424971080526,0.04655149997238961,6.9541086258717,0.875244464313,6.1000984902328215,6.9541086258717,0.875244464313
3,4.198841958148265,2,28.99516068663715,0.2831581822585009,111.6382657126142,0,0,0.2833568606085771,0.3344253584410959,21.878693672992032,0.282801997162,6.5485147112430715,21.878693672992032,0.282801997162
4,0.4901373577902381,1,0,0,0,1,1,0.06649127664027533,0.10079117056554095,0,0,0.4897004020878322,0.4897004020878322,1.0
1,0.8411209361392066,1,0,0,0,1,1,0.144861122755351,0.19754518257619913,0,0,0.6930006855433197,0.6930006855433197,1.0
2,0.3241840554417583,1,0,0,0,1,1,0.07047605064152146,0.10541583274153567,0,0,0.3667498985412086,0.3667498985412086,1.0
5,0.1820175956918257,1,0,0,0,1,1,0.2101145621787378,0.2554286815398146,0,0,0.18341893224075662,0.18341893224075662,1.0
3,0.1220505317885451,1,0,0,0,1,1,0.0530010792451088,0.07961271567863236,0,0,0.07264521846898649,0.07264521846898649,1.0
4,0.05213900828988766,1,0,0,0,1,1,0.3999810517349323,0.3871439046350794,0,0,0.07346103178725243,0.07346103178725243,1.0
1,1.166946222773121,1,1.174529371212161,1,0.001925783235492418,0.4824985354881154,1,0.01584380909894446,0.019891698031672764,1.6803097362949027,1.0,1.6803097362949027,1.6803097362949027,1.0
2,0.6363443630736463,1,0,0,0,1,1,0.1655503473697939,0.227891045842773,0,0,0.6038408595340932,0.6038408595340932,1.0
5,0.1252909518357045,1,0,0,0,1,1,0.7327218861760207,0.8601023691641247,0,0,0.11228406323898896,0.11228406323898896,1.0
3,1.671894875900941,1,1.672805008312303,1,0.2303236793850374,0.3156419644754807,1,0.07679259828370233,0.09695344513833315,7.644339802028322,0.736840147618,5.690796151507949,7.644339802028322,0.736840147618
4,5.802615438452873,1,5.802280189582551,1,104.0170483010079,0,0,0.7635641205189874,1.076197055100157,3.8909138582163214,1.0,3.8909138582163214,3.8909138582163214,1.0
1,0.1351786826433492,1,0,0,0,1,1,0.04528868299841363,0.06721655559937838,0,0,0.27715570418408064,0.27715570418408064,1.0
2,1.845301627052268,1,1.912749947511651,1,1.067190999361628,0.1507903978060063,0.6031615912240254,0.02616836471309436,0.04199179171091528,1.114715983403155,1.0,1.114715983403155,1.114715983403155,1.0
5,0.3473865909576857,1,0,0,0,1,1,0.1063682557342262,0.13701857370162535,0,0,0.33858602297885015,0.33858602297885015,1.0
3,0.2970288806392328,2,8.151843590726488,0.02432548561974235,4.067211442800726,0.02186169921556441,0.1093084960778221,0.2751717679729678,0.3169876895266472,0,0,0.2857642985633905,0.2857642985633905,1.0
4,0.2642951575457448,1,0,0,0,1,1,0.03794475972309801,0.05515452338417117,0,0,0.33356895759293415,0.33356895759293415,1.0
1,0.1864595060086589,1,0,0,0,1,1,0.02615735884589165,0.0241077801325772,0,0,0.27146892429070235,0.27146892429070235,1.0
2,0.3048658172391894,1,0,0,0,1,1,0.1030193731091121,0.1370322742465372,0,0,0.24504532186669692,0.24504532186669692,1.0
5,0.3098651986752672,1,0,0,0,1,1,0.7468357477315513,1.0907962085495067,0,0,0.2668943174603102,0.2668943174603102,1.0
3,10,2,9999.999999998339,0.3139884811453921,5.456904793603826,0.009745571718613899,0.0487278585930695,0.06779299472312779,0.06808212641989235,4.814122451930337,0.620174211065,3.060118852159363,4.814122451930337,0.620174211065
4,0.06161933380995917,1,0,0,0,1,1,0.5139526658926342,0.5547503191219096,0,0,0.07047566221085994,0.07047566221085994,1.0
1,0.2705293384400629,1,0,0,0,1,1,0.06397124565927059,0.0967544198068863,0,0,0.22777671529698457,0.22777671529698457,1.0
2,0.1683822990787049,1,0,0,0,1,1,0.04102915095402346,0.05525537228461802,0,0,0.22711347983730537,0.22711347983730537,1.0
5,0.4197330580171887,1,0,0,0,1,1,0.09527870544948651,0.12163163759479065,0,0,0.45623911592674155,0.45623911592674155,1.0
3,0.893259921900057,1,0,0,0,1,1,0.1952729950111061,0.2774674268194923,0,0,0.8301291533562436,0.8301291533562436,1.0
4,1.525118229370614,1,1.524971802585667,1,1.423628383987307,0.1164035554963279,0.5820177774816393,0.06292406880528452,0.10055958629797349,1.5182147281768843,1.0,1.5182147281768843,1.5182147281768843,1.0
1,0.08299043167025412,1,0,0,0,1,1,0.6117531224190623,0.7551380995674499,0,0,0.07231570616240642,0.07231570616240642,1.0
2,0.1366160566554891,1,0,0,0,1,1,0.2077806959439732,0.2661741140231327,0,0,0.1443422461045239,0.1443422461045239,1.0
5,0.08869880705965261,1,0,0,0,1,1,0.2915996347230337,0.3445743705153513,0,0,0.08756926189503718,0.08756926189503718,1.0
3,1.568891015584698,1,1.567501501224733,1,1.84845357721133,0.08698167985966282,0.3479267194386513,0.09616411769546884,0.12497207999869808,1.8678633181432502,1.0,1.8678633181432502,1.8678633181432502,1.0
4,8.463240125883541,1,8.476206734494344,1,22.09009368776788,1.300743968701834e-06,6.50371984350917e-06,0.1326588989414111,0.20122767852828322,6.98571972880355,0.775367586244,5.500587875616674,6.98571972880355,0.775367586244
1,1.726153179385303,1,1.760713513409257,1,2.906766796539159,0.04410427384566756,0.2205213692283378,0.07228090411840242,0.12453360639334536,1.5027488872002888,1.0,1.5027488872002888,1.5027488872002888,1.0
2,0.921535413090804,1,0,0,0,1,1,0.0306372717667545,0.04954985781571635,1.9043641984170965,1.0,1.9043641984170965,1.9043641984170965,1.0
5,1.3103084702117,1,1.353109481510526,1,0.003664341851617792,0.475865245357253,1,0.02566152000810057,0.02431424381292968,4.662317010485922,0.56956309786,3.0610059711164546,4.662317010485922,0.56956309786
3,0.7886833415937116,2,3.754698611679691,0.1191358172435255,2.407436064673675,0.06038000373474861,0.2415200149389944,0.5828775162257201,0.7023715315022256,0,0,0.7606489235831707,0.7606489235831707,1.0
4,0.02505487194556142,1,0,0,0,1,1,1.524756964191402,1.3470993088323295,0,0,0.03213074569982934,0.03213074569982934,1.0
1,0.4901832431426294,1,0,0,0,1,1,0.05116817571532223,0.06877288834939678,0,0,0.3445098808638355,0.3445098808638355,1.0
2,0,1,0,0,0,1,1,0.008891666579805731,0.010730018679320288,0,0,0.0484045995757331,0.0484045995757331,1.0
5,0.04433607018016596,1,0,0,0,1,1,0.3791498633170503,0.3928035710900477,0,0,0.040760264636013434,0.040760264636013434,1.0
3,10,1,89435181.49549031,1,5.821612629115407,0.007915212236100422,0.03957606118050211,0.1587030453134488,0.2942494952509869,1.9549086953999288,1.0,1.9549086953999288,1.9549086953999288,1.0
4,0.151286466826277,1,0,0,0,1,1,0.5175305021331613,0.6183263006790451,0,0,0.18130601123720433,0.18130601123720433,1.0
1,0,1,0,0,0,1,1,0.03338476246987642,0.03325544094881128,0,0,0.11933009858873422,0.11933009858873422,1.0
2,0.3916174711824631,1,0,0,0,1,1,0.08347562958389021,0.09588969124726132,0,0,0.3866567878962472,0.3866567878962472,1.0
5,4.903776944062573,2,45.4290595512694,0.4993436107402812,75.56673883329677,0,0,0.5190491357454541,0.7678385449941486,24.811071515918556,0.52167991641,13.313857238877757,24.811071515918556,0.52167991641
3,0.1899887851407425,1,0,0,0,1,1,0.2014596357633204,0.2738098046061061,0,0,0.2654601858043107,0.2654601858043107,1.0
4,0.4064738336197904,2,0,0,0,1,1,0.7289555636566094,1.1312341475950336,3.1129202119126256,0.101173337936,0.6047983595016357,3.1129202119126256,0.101173337936
1,0.6143854940090139,1,0,0,0,1,1,0.1931061892336987,0.2737480077968318,0,0,0.9332481256983072,0.9332481256983072,1.0
2,0.6972026492976318,1,0,0,0,1,1,0.1236491709660417,0.12361917441744633,0,0,0.496869316239492,0.496869316239492,1.0
5,0.8130813853275538,1,0,0,0,1,1,0.4675438020230916,0.706242551246579,0,0,0.9731689895643422,0.9731689895643422,1.0
3,1.468255728204463,1,1.467997776967743,1,4.452874330558188,0.0174212773406543,0.08710638670327148,0.3833851305841495,0.5988896031646895,1.238113078014871,1.0,1.238113078014871,1.238113078014871,1.0
4,0,1,0,0,0,1,1,0.01899882381854332,0.02111601565473626,0,0,0.04143010077494059,0.04143010077494059,1.0
1,0.4864192862698173,1,0,0,0,1,1,0.4562795424763615,0.6173758598318573,0,0,0.4868354199262791,0.4868354199262791,1.0
2,1.582538729952832,1,1.580264369766739,1,0.0328379790771578,0.4281003820720818,1,0.01066985240947024,0.007134777428322003,0,0,0.32509046384592727,0.32509046384592727,1.0
5,0.3932528172418553,1,0,0,0,1,1,0.1377327707976278,0.1853921798459024,0,0,0.5852550418112213,0.5852550418112213,1.0
3,10,1,4015709.269721122,1,4.618750755806104,0.01581213110028906,0.07906065550144531,0.006469825252086649,0.006108767586491195,17.41187871783047,0.786607774114,13.814272700680869,17.41187871783047,0.786607774114
4,1.513875789266313,1,1.513870679828011,1,1.988934330493066,0.07922617457303027,0.3169046982921211,0.04334095166341342,0.07593063912966234,5.148955202406528,0.121125005102,1.3049632578317691,5.148955202406528,0.121125005102
1,2.09402817140161,1,2.094029541936595,1,4.563936034461221,0.01632597510124895,0.06530390040499578,0.05282923036817349,0.09194541098408322,3.799987845776458,0.634352307059,2.5811773503382813,3.799987845776458,0.634352307059
2,0.3475111142279858,1,0,0,0,1,1,0.06677941595747276,0.08627741218215979,0,0,0.25574807432350405,0.25574807432350405,1.0
5,10,1,14.47921849087887,1,45.5021621417618,7.623512932042331e-12,3.811756466021166e-11,0.1304779225214643,0.18697322693898136,15.589347638866787,0.756716047468,11.850320706651527,15.589347638866787,0.756716047468
3,0.7354147007715881,1,0,0,0,1,1,0.1388912221085593,0.20548918601607838,1.6017079824898388,0.401658466348,0.8555348903316842,1.6017079824898388,0.401658466348
4,0.8427308133581854,1,0,0,0,1,1,0.1315773338135787,0.19202059776903305,0,0,0.9607613978836135,0.9607613978836135,1.0
1,0.1293407184358274,1,0,0,0,1,1,1.134805991142909,1.4513431319515178,0,0,0.13332994690058925,0.13332994690058925,1.0
2,2.574252687888616,1,2.62686522792196,1,0.1289260848698177,0.3597740598186537,1,0.03178593571808562,0.05340714831016535,7.301790612822948,0.695120237995,5.114869468394952,7.301790612822948,0.695120237995
5,1.132141256836015,1,1.129712447771652,1,0.06457319084620394,0.3997043019165338,0.7994086038330676,0.1553152917647551,0.27066517857013994,14.658914615427461,0.000101126850407,0.7036020824943685,14.658914615427461,0.000101126850407
3,1.603761809865581,1,1.603758805065248,1,2.496581766616146,0.05704684725310877,0.2852342362655438,0.1035562863975179,0.1644626355564459,1.834066042126177,0.833071955532,1.5799626864268725,1.834066042126177,0.833071955532
4,1.046270909154883,1,1.046273776307536,1,0.09046576706896303,0.381792931149002,1,0.3083249076823737,0.42491505328732276,1.028131923596431,1.0,1.028131923596431,1.028131923596431,1.0
1,2.174832230828238,1,2.405158924809256,1,6.900621543072702,0.004308289405034804,0.008616578810069608,0.05751444564179689,0.07284190949973253,6.824546283450415,0.367713327663,2.5374813505398466,6.824546283450415,0.367713327663
2,0.6671633417812201,1,0,0,0,1,1,0.2125895893382709,0.29492760251071637,0,0,0.6822645740413547,0.6822645740413547,1.0
5,10,2,9999.999999998339,0.4179896311406521,119.4915375457858,0,0,0.2244418590869382,0.33441933800339013,90.52488629990505,0.435093191895,39.72845137416682,90.52488629990505,0.435093191895
3,4.647443408565239,1,6.160973721059061,1,13.25461776630254,0.0001359546112997267,0.0004078638338991802,0.03780499012274533,0.051540403903598854,18.648089813574433,0.785572870274,14.792541012862982,18.648089813574433,0.785572870274
4,3.414593253157441,1,3.359632805053044,1,30.91791958226713,1.34587436750877e-08,5.383497470035081e-08,0.1332034012080945,0.20628179447601594,5.510548263441775,0.730774526212,4.038762187079789,5.510548263441775,0.730774526212
1,2.986845677696788,1,2.994693376596642,1,0.8124615485630784,0.1836967462555383,0.9184837312776917,0.05144940246683326,0.08433641408217395,3.067538088433693,0.581634469595,2.0500943478740186,3.067538088433693,0.581634469595
2,0.892256697498943,1,0,0,0,1,1,0.08026741623330721,0.13292350293338331,1.3104239832728364,0.830597425683,1.179976768327167,1.3104239832728364,0.830597425683
5,0.1084401000591855,1,0,0,0,1,1,0.6988115817034855,0.7290101656670681,0,0,0.1369976143134347,0.1369976143134347,1.0
3,0.473310582682404,1,0,0,0,1,1,0.3773564966381045,0.6078449887553671,0,0,0.4958021136409104,0.4958021136409104,1.0
4,0.1886619279752561,1,0,0,0,1,1,0.1997927619614374,0.19836308929280969,0,0,0.2877262438125838,0.2877262438125838,1.0
1,1.340180626658304,2,64.68430579840407,0.0218532247220532,12.14874287986095,0.0002456048145775269,0.001228024072887635,0.05005569634251733,0.056815074689850226,11.019759715231118,0.270688254888,3.276543633781276,11.019759715231118,0.270688254888
2,1.37222238907803,1,1.377501772662095,1,0.4927614272974097,0.2413490370849265,0.965396148339706,0.02613271713114483,0.03763592547058708,1.0623234326179,1.0,1.0623234326179,1.0623234326179,1.0
5,2.285148639818034,1,3.086883272096483,1,0.08727653120968171,0.3838342307348843,1,0.01052782285624957,0.025164886623225732,0,0,0.7675833845642379,0.7675833845642379,1.0
3,0.315632073888324,1,0,0,0,1,1,0.1272732149724854,0.13900110621740802,0,0,0.5242656139428394,0.5242656139428394,1.0
4,0.08436704616089452,1,0,0,0,1,1,0.3744701432490772,0.45676145449532746,0,0,0.09785258859946178,0.09785258859946178,1.0
1,1.848613648144385,1,1.848427920993047,1,11.02273314100057,0.0004500063594883863,0.001800025437953545,0.1502721254058927,0.24973310486509578,1.877585580533428,1.0,1.877585580533428,1.877585580533428,1.0
2,0.5504041142127718,1,0,0,0,1,1,0.02794066588478918,0.04672792834867309,0,0,0.3521468224294814,0.3521468224294814,1.0
5,1.122110057944682,1,1.122449392406646,1,0.09003979245881055,0.3820632869359167,0.7641265738718334,0.03037387727647816,0.035354923934034777,1.4683044578940143,1.0,1.4683044578940143,1.4683044578940143,1.0
3,8.516557294230935,1,8.51887417226898,1,67.20523951676205,1.110223024625157e-16,5.551115123125783e-16,0.1352557554703902,0.2120525054881383,21.8861616255146,0.706262921685,15.468554312375915,21.8861616255146,0.706262921685
4,10,1,739233.1728696917,1,0.8144005033509529,0.1834112152867676,0.5502336458603029,0.001294923488829246,0.000678866935603587,0,0,0.13582875805067515,0.13582875805067515,1.0
1,1.268825043139334,1,1.284461550703535,1,0.01465428159281146,0.4518237873021459,1,0.01974361553748209,0.063011334015271,0,0,0.17026396828568202,0.17026396828568202,1.0
2,0.3266547326216202,1,0,0,0,1,1,0.8095016032122612,0.9936816791943559,0,0,0.33819438839527666,0.33819438839527666,1.0
5,0.001042275423072725,1,0,0,0,1,1,0.03472230491229146,0.004985688109734337,0,0,0.052185343241646254,0.052185343241646254,1.0
3,2.519711743312315,1,2.51686745593709,1,2.29294167396074,0.06498169906419227,0.3249084953209613,0.03385636740402766,0.05055524491610342,1.141698720583323,1.0,1.141698720583323,1.141698720583323,1.0
4,0.02024930410562532,1,0,0,0,1,1,0.1302309829884989,0.1461557456567693,0,0,0.027902852744714178,0.027902852744714178,1.0
1,0.9819644744458657,1,0,0,0,1,1,0.2113012152546724,0.33569003400421066,1.044240036929453,0.399260163672,0.8182062425824103,1.044240036929453,0.399260163672
2,4.018841319027768,1,4.00674796177261,1,10.3477542903729,0.0006481614818232839,0.00324080740911642,0.1382926788482686,0.2055053302490304,9.587735003156698,0.851935551324,8.257790026707593,9.587735003156698,0.851935551324
5,0.01036367709642755,1,0,0,0,1,1,0.2378764857213392,0.27222449184751296,0,0,0.0073002849887632915,0.0073002849887632915,1.0
